Y,umur_krt,jumlah_art,luas_lantai,jk_krt,status_kawin_krt,pendidikan_krt,pekerjaan_krt,keluhan_kesehatan,internet_krt,usaha_mikro,bansos,wilayah,status_bangunan,jenis_lantai,jenis_dinding,jenis_atap,sumber_air,penerangan,bahan_bakar,motor,laptop,kabupaten
0,67,1,72,2,4,3,3,5,1,1,1,1,1,6,3,3,5,1,4,1,5,6
0,36,2,160,1,2,23,20,5,1,1,5,1,1,2,1,3,2,1,2,1,1,6
1,43,1,54,1,2,3,11,5,1,5,1,1,1,6,1,3,5,1,4,1,5,6
0,53,1,112,1,2,8,8,1,1,1,5,1,2,2,1,1,2,1,4,1,5,6
1,38,1,72,1,2,21,21,1,1,5,5,1,1,2,1,3,5,1,4,1,1,6
1,51,2,120,1,2,8,3,1,1,5,5,1,1,2,1,3,2,1,4,1,1,6
0,51,1,40,1,2,13,14,1,1,1,5,1,2,6,1,3,2,1,4,1,5,6
0,64,1,54,1,2,3,3,1,1,5,5,1,3,2,1,3,5,1,4,1,5,6
0,39,1,150,1,2,21,12,1,1,1,5,1,1,6,1,4,1,1,4,1,5,6
1,37,1,90,1,2,8,24,5,1,5,5,2,1,6,1,3,5,1,4,1,5,6
0,46,1,66,1,2,13,6,5,2,5,1,2,1,5,3,3,2,1,4,1,5,6
0,66,1,104,2,4,3,3,1,1,5,5,2,1,6,1,3,2,1,4,1,5,6
0,40,1,96,1,2,8,3,5,1,5,5,2,1,2,1,3,5,1,4,1,5,6
0,54,1,132,1,2,8,11,5,2,5,1,2,1,6,1,3,6,1,4,1,5,6
0,36,1,72,1,2,13,3,5,1,5,5,2,1,5,3,3,2,1,4,1,5,6
0,66,1,78,1,2,3,3,5,1,5,5,2,1,6,1,3,2,1,4,1,5,6
0,31,1,90,1,2,13,11,5,1,5,5,2,1,6,3,3,2,1,4,1,5,6
0,45,1,98,1,2,21,7,5,1,1,5,2,1,2,1,3,2,1,4,1,5,6
0,43,1,90,1,2,8,3,5,1,5,5,2,1,2,1,3,5,1,4,1,5,6
0,46,1,100,1,2,14,3,5,1,5,5,2,1,5,3,3,2,1,4,1,5,6
0,53,1,91,2,4,3,3,5,1,5,5,2,1,5,3,3,10,1,4,1,5,6
0,54,1,90,1,2,13,20,1,1,5,5,2,1,5,2,3,2,1,4,1,5,6
0,37,1,70,1,2,14,3,5,1,5,1,2,3,5,2,3,2,1,4,1,5,6
0,55,1,48,1,2,13,7,1,1,5,5,2,1,5,3,3,2,1,2,1,5,6
0,83,1,12,2,4,3,3,5,1,5,5,2,1,5,3,3,2,1,4,5,5,6
0,42,1,80,1,2,3,3,5,1,5,5,2,1,5,3,3,2,1,4,1,5,6
0,34,1,50,1,2,13,3,5,1,5,5,2,1,5,3,3,2,1,4,1,5,6
0,78,1,125,2,4,3,8,1,1,5,1,2,1,5,7,3,2,1,4,5,5,6
1,34,1,75,1,2,13,13,1,1,5,5,2,1,5,3,3,2,1,4,1,5,6
0,52,1,120,1,2,13,12,5,1,1,5,1,2,5,3,3,2,1,4,1,1,6
1,38,1,50,1,2,8,3,5,1,1,5,1,1,6,3,3,2,1,4,1,5,6
0,60,1,72,1,2,3,24,5,1,1,5,1,1,2,3,3,2,1,4,1,5,6
0,37,1,60,1,2,13,21,5,1,1,5,1,1,2,1,1,2,1,4,1,1,6
1,55,1,60,1,2,3,3,5,1,1,5,1,1,2,1,3,2,1,4,1,5,6
0,64,1,200,1,2,3,3,1,1,1,5,1,1,2,1,1,2,1,2,1,5,6
1,57,1,105,1,2,15,3,5,1,1,5,1,1,2,1,1,2,1,4,1,5,6
1,47,1,102,1,2,13,3,5,1,1,5,1,1,6,1,3,10,1,4,1,5,6
0,52,1,100,1,2,3,3,1,1,1,5,1,1,2,1,1,10,1,4,1,1,6
1,54,1,72,1,2,13,20,5,1,1,5,1,1,6,1,3,2,1,4,1,1,6
0,50,1,85,1,2,3,3,5,1,5,5,2,1,1,1,3,10,1,4,1,5,6
0,63,1,80,1,2,3,3,5,1,5,5,2,1,1,1,3,2,1,4,1,5,6
0,79,1,50,1,4,3,24,5,1,5,5,2,1,6,1,1,2,1,4,5,5,6
0,36,0,72,1,1,13,12,5,2,5,5,2,1,6,3,6,2,1,4,1,5,6
0,48,1,40,2,4,3,24,5,2,5,5,2,1,6,1,1,2,1,4,1,5,6
0,59,1,49,2,3,3,3,5,1,1,5,2,1,5,3,3,10,1,4,1,5,6
1,61,1,45,1,2,3,3,5,1,1,5,2,1,1,1,3,10,1,4,1,5,6
0,58,1,160,1,2,3,3,5,1,1,5,2,1,1,1,3,10,1,4,1,5,6
0,57,1,45,2,4,3,3,5,1,5,5,2,1,6,3,6,2,1,4,1,5,6
0,46,2,72,2,4,3,14,5,1,1,5,2,1,8,3,3,10,1,4,1,5,6
0,40,1,78,1,2,21,21,5,1,5,5,1,1,5,3,3,2,1,4,1,1,6
0,41,2,90,2,4,3,3,5,1,1,1,1,1,5,3,3,2,1,4,1,5,6
0,55,1,120,1,2,3,4,5,1,5,5,1,1,5,3,3,2,1,4,1,1,6
0,52,1,90,1,2,3,11,1,1,5,5,1,2,5,3,3,2,1,4,1,5,6
0,67,1,100,1,2,3,1,1,1,1,5,1,1,5,3,3,2,1,4,1,5,6
0,38,1,90,1,2,3,4,5,2,5,5,1,1,5,3,3,2,1,4,5,5,6
0,48,1,60,2,3,3,24,1,1,1,5,1,1,5,3,3,2,1,4,1,5,6
0,49,1,60,1,2,3,3,5,1,1,5,1,1,5,3,3,2,1,4,5,5,6
0,45,1,70,2,3,13,24,5,1,1,1,1,1,5,3,3,2,1,4,1,5,6
0,60,1,90,1,2,3,3,1,1,5,1,1,1,5,3,3,2,1,4,1,5,6
0,55,1,50,1,2,3,3,5,1,1,5,1,1,5,3,3,2,1,4,1,5,6
0,45,1,78,1,2,3,3,5,1,1,5,1,1,5,3,3,2,1,4,1,5,6
0,44,1,75,1,2,8,3,5,1,1,5,1,1,3,1,3,2,1,4,1,5,6
0,48,1,75,1,2,3,3,5,1,1,5,1,1,5,3,3,10,1,4,1,5,6
0,55,1,90,2,4,13,3,5,1,1,5,1,1,5,3,3,2,1,4,1,5,6
0,39,1,72,1,2,8,3,5,1,1,5,1,1,2,1,3,2,1,4,1,5,6
0,55,1,72,1,4,21,21,5,1,1,5,1,1,5,3,3,2,1,4,1,5,6
0,55,1,65,1,2,3,11,5,1,1,5,1,1,5,3,3,2,1,4,1,5,6
0,49,1,90,1,2,13,3,5,1,5,5,1,1,5,1,3,2,1,4,1,5,6
0,32,1,72,1,2,13,19,5,1,1,5,1,1,2,1,3,2,1,4,1,1,6
0,61,2,102,1,2,3,3,5,1,1,5,2,1,5,3,3,10,1,4,1,5,6
0,33,2,105,1,2,13,3,5,1,1,5,2,1,5,3,3,10,1,4,1,5,6
1,44,1,120,1,2,3,3,5,1,1,5,2,1,5,3,3,2,1,4,1,5,6
0,66,1,28,2,4,3,3,1,1,1,5,2,1,5,3,3,10,2,4,5,5,6
0,56,1,96,1,2,3,3,5,1,1,5,2,1,5,3,3,10,1,4,1,5,6
0,45,1,120,1,2,8,3,5,1,1,5,2,1,5,3,3,2,1,4,1,5,6
0,51,1,48,2,4,3,3,5,1,1,1,2,1,5,3,3,10,1,4,1,5,6
0,56,1,125,1,2,3,3,5,1,1,5,2,1,5,3,3,10,1,4,1,5,6
0,39,1,120,1,2,11,3,5,1,1,5,2,1,5,3,3,10,1,4,1,5,6
0,32,1,116,1,2,3,3,5,1,1,5,2,1,5,3,3,10,1,4,1,5,6
0,53,1,210,1,2,21,21,5,1,1,5,2,1,2,3,3,10,1,2,1,1,6
0,66,1,75,1,2,3,3,5,1,1,5,2,1,5,3,3,10,1,4,1,5,6
0,38,1,154,1,2,8,3,5,1,1,5,2,1,5,3,3,10,1,4,1,5,6
0,38,1,40,1,2,8,4,5,1,1,5,2,1,5,3,3,10,1,4,1,5,6
0,79,3,84,2,4,3,3,5,1,1,5,2,1,5,3,3,10,1,4,5,5,6
0,39,1,126,1,2,3,3,5,1,1,5,2,1,2,1,3,2,1,4,1,5,6
0,47,1,75,1,2,3,3,5,1,1,1,2,1,5,3,3,10,1,4,1,5,6
0,41,1,90,1,2,13,3,5,1,1,5,2,1,5,3,3,10,1,4,1,5,6
0,47,1,96,1,2,8,3,5,1,1,5,2,1,5,3,3,10,1,4,1,5,6
0,48,1,112,1,2,8,3,5,1,1,5,2,1,2,1,3,10,1,4,1,5,6
0,43,1,74,1,2,3,3,5,1,5,5,2,1,5,7,3,2,1,4,1,5,6
0,58,0,68,2,1,3,3,5,1,5,5,2,1,5,7,3,10,1,4,1,5,6
0,28,1,48,1,2,3,3,5,1,5,5,2,1,5,7,3,10,2,4,5,5,6
0,33,0,30,1,1,3,3,5,1,5,5,2,1,5,3,3,10,1,4,5,5,6
1,54,1,158,1,2,8,12,5,1,5,5,2,1,5,3,3,2,1,4,1,5,6
0,51,1,65,1,2,13,3,5,1,1,5,2,1,5,3,3,10,1,4,1,5,6
0,42,1,75,1,2,8,4,5,1,5,5,2,1,5,7,3,10,1,4,1,5,6
0,78,1,80,2,3,3,3,5,1,5,5,2,1,5,3,3,10,1,4,1,5,6
1,44,1,88,1,2,8,3,5,1,5,5,2,1,5,7,3,10,1,3,1,5,6
0,51,1,125,2,4,3,12,5,1,5,5,2,1,5,3,3,10,1,4,5,5,6
0,52,1,80,1,2,3,3,5,1,1,5,2,1,5,3,3,10,1,4,1,5,6
0,59,1,36,2,1,3,3,1,1,5,5,2,1,5,3,3,10,1,4,1,5,6
0,49,1,180,1,2,3,3,5,1,5,5,2,1,5,3,3,10,1,4,1,5,6
1,40,1,100,1,2,3,4,5,1,5,5,2,1,5,3,3,10,1,4,1,5,6
0,61,1,100,2,4,3,3,1,1,5,5,2,1,5,3,3,10,1,4,1,5,6
0,38,1,60,1,2,8,3,1,1,1,1,2,1,5,3,3,2,1,4,1,5,6
0,60,2,105,1,2,8,3,5,1,5,5,2,1,5,3,3,10,1,4,1,5,6
0,46,1,75,1,2,3,3,5,1,1,1,2,1,5,3,4,10,1,4,1,5,6
0,51,1,150,1,2,21,20,1,1,1,5,2,1,5,3,3,10,1,4,1,1,6
0,30,1,70,1,2,3,3,5,1,1,5,2,1,5,3,3,10,1,4,1,5,6
1,27,1,125,1,2,13,3,5,1,5,5,2,1,5,3,3,2,1,4,1,5,6
1,46,1,120,1,2,3,3,5,1,1,5,2,1,6,1,3,2,1,4,1,5,6
0,53,1,175,1,2,3,3,5,2,1,5,2,1,2,1,3,2,1,4,1,5,6
0,38,1,125,1,2,8,3,5,1,1,5,2,1,2,1,2,2,1,4,1,5,6
1,43,1,135,1,2,8,3,5,2,1,5,2,1,5,3,3,2,1,4,1,5,6
0,61,1,75,2,4,3,3,1,1,1,5,2,1,2,1,3,2,1,4,1,5,6
1,48,3,175,1,2,3,3,5,1,5,5,2,1,5,3,3,2,1,4,1,5,6
1,47,1,138,1,2,13,3,5,1,1,5,2,1,5,3,3,2,1,4,1,5,6
0,79,1,90,1,2,3,3,1,2,1,5,2,1,5,3,3,2,1,4,1,5,6
0,48,1,75,2,3,3,14,1,1,1,5,2,1,5,3,3,2,1,4,1,5,6
0,63,1,184,1,2,3,24,1,1,5,5,2,1,2,1,3,2,1,4,1,5,6
0,45,1,150,1,2,13,24,5,1,5,5,2,1,5,3,3,2,1,3,1,1,6
0,60,0,120,2,1,3,24,1,1,5,5,2,1,5,3,3,2,1,4,5,5,6
0,83,1,100,1,2,3,3,1,1,5,5,2,1,5,3,3,2,1,4,5,5,6
1,73,1,120,1,2,3,3,1,1,1,5,2,1,5,3,3,10,1,4,5,5,6
1,44,1,142,1,2,13,3,5,1,1,1,2,1,5,3,3,2,1,4,1,5,6
0,64,2,170,1,2,3,3,5,1,1,5,2,1,5,3,3,2,1,4,1,5,6
1,45,1,140,1,2,8,24,5,1,5,5,2,1,5,3,3,2,1,4,1,5,6
0,42,1,140,1,2,13,18,5,1,1,5,2,1,2,1,3,2,1,4,1,5,6
0,49,0,120,2,1,3,3,5,1,5,5,2,1,5,3,3,10,1,4,5,5,6
0,49,1,150,1,2,8,3,5,1,1,5,2,1,5,1,3,10,1,4,1,5,6
0,49,1,72,1,2,3,3,1,1,5,5,2,1,5,3,3,10,1,4,5,5,6
0,60,1,138,1,2,3,3,1,1,1,1,2,1,5,3,3,10,1,4,1,1,6
0,72,1,90,1,2,3,3,1,1,5,5,2,1,5,3,3,10,1,4,5,5,6
0,58,1,50,1,2,13,4,5,1,5,5,2,1,5,3,3,10,1,4,1,5,6
0,59,1,150,2,4,13,20,5,1,5,5,2,1,5,3,3,10,1,4,1,1,6
0,69,1,105,1,2,13,12,5,1,5,5,2,1,2,1,3,10,1,4,5,1,6
0,69,1,100,1,2,3,3,5,1,5,5,2,1,5,1,3,10,1,4,1,5,6
0,50,1,150,1,2,8,4,1,1,1,5,2,1,5,1,3,10,1,4,1,5,6
0,66,1,160,2,4,3,3,5,1,5,5,2,1,5,3,3,2,1,4,5,5,6
0,66,1,100,1,2,3,12,5,1,1,5,2,1,5,3,3,2,1,4,5,5,6
0,51,1,75,1,2,3,20,5,1,5,5,2,1,5,3,3,2,1,4,1,5,6
0,63,1,100,1,2,21,3,5,1,1,5,2,1,5,3,3,2,1,4,1,5,6
0,62,1,80,1,2,8,13,5,1,5,1,2,1,5,3,3,2,1,4,1,5,6
0,36,1,110,1,2,3,4,5,1,5,5,2,1,5,3,3,2,1,4,1,5,6
0,69,1,80,1,4,3,3,5,1,5,5,2,1,5,3,3,2,1,4,5,5,6
0,59,1,80,1,2,3,3,5,1,5,5,2,1,5,3,3,2,1,4,5,5,6
0,36,1,80,1,2,8,7,5,1,5,1,2,1,5,3,3,2,1,4,1,5,6
0,32,1,45,1,2,8,13,5,1,1,5,2,1,5,3,3,2,1,4,1,5,6
0,36,1,75,1,2,3,4,5,1,5,5,2,1,5,3,4,2,1,4,1,5,6
0,45,1,70,1,2,8,4,5,1,5,5,2,1,5,3,3,2,1,4,5,5,6
1,59,1,180,1,2,3,4,5,1,1,5,2,1,5,3,3,2,1,4,1,5,6
1,50,1,150,1,2,13,12,5,1,1,5,2,1,5,3,3,2,1,4,1,1,6
0,55,1,100,1,2,3,3,5,1,5,1,2,1,5,3,3,2,1,4,1,5,6
0,39,1,100,1,2,8,4,5,1,5,5,2,1,5,3,3,2,1,4,1,5,6
0,72,1,180,1,2,18,12,5,1,1,5,2,1,5,3,3,2,1,4,5,5,6
0,51,1,150,2,4,8,14,5,1,1,1,2,1,5,3,3,2,1,4,1,5,6
0,40,1,100,1,2,13,4,5,1,5,5,2,1,5,3,3,2,1,4,1,5,6
0,47,1,125,1,2,8,4,5,1,5,5,2,1,5,3,4,4,1,4,1,5,6
0,51,1,75,1,2,8,3,5,1,5,1,2,1,5,3,3,10,1,4,5,5,6
0,29,1,75,2,1,20,21,5,1,5,1,2,1,5,3,3,10,1,4,5,5,6
0,36,1,75,1,1,3,4,5,1,5,1,2,1,5,3,3,10,1,4,1,5,6
0,39,1,104,2,4,3,3,5,1,5,5,2,1,5,3,3,10,1,4,1,5,6
1,59,1,50,1,2,8,4,1,1,1,1,2,1,5,3,3,10,1,4,1,5,6
1,42,1,80,1,2,3,12,1,1,1,1,2,1,5,3,3,2,1,4,1,5,6
0,79,2,75,2,4,3,3,1,1,1,1,2,1,5,3,3,10,1,4,1,5,6
0,42,1,180,1,2,13,4,5,1,1,5,2,1,5,3,3,2,1,4,1,1,6
0,57,1,150,1,2,3,11,1,1,1,1,2,1,5,3,3,10,1,4,5,5,6
0,60,1,186,2,4,3,14,5,1,1,1,2,1,5,3,3,10,1,4,5,5,6
0,47,1,72,1,2,3,11,5,1,5,5,1,1,3,3,3,10,1,4,1,5,6
1,59,1,60,1,2,3,3,5,1,5,5,1,1,6,3,3,10,1,4,1,5,6
0,54,1,108,1,2,3,14,5,1,1,5,1,1,2,3,3,10,1,4,1,1,6
0,48,1,135,1,2,3,12,5,1,1,5,1,1,6,1,3,2,1,4,1,5,6
0,57,1,112,1,2,3,11,1,1,5,5,1,1,2,1,3,10,1,4,1,5,6
0,46,1,54,1,2,9,3,5,1,5,5,1,1,2,1,3,3,1,4,1,5,6
0,73,2,128,1,2,3,3,5,2,5,5,1,1,2,1,3,10,1,10,1,1,6
0,46,1,112,1,2,3,11,5,1,1,5,1,1,2,1,3,3,1,4,1,5,6
1,45,1,78,1,2,5,11,5,1,1,5,1,1,6,1,2,10,1,4,1,5,6
1,43,1,84,1,2,3,3,1,1,5,5,1,1,6,1,3,10,1,4,1,5,6
0,51,1,120,1,2,3,3,5,1,1,5,2,1,2,1,3,2,1,4,1,5,6
1,33,1,60,1,2,13,13,5,1,5,1,2,1,2,1,4,2,1,4,1,5,6
1,63,1,54,1,2,3,3,5,1,1,1,2,1,6,1,3,10,1,4,1,5,6
0,72,1,40,1,2,3,3,1,1,5,1,2,1,6,3,3,10,1,4,5,5,6
0,38,1,45,1,2,13,14,5,1,1,5,2,1,6,3,3,2,1,4,1,5,6
0,60,1,102,1,2,13,3,1,1,1,5,2,1,6,1,3,10,1,4,1,1,6
0,60,1,84,1,2,11,20,5,1,1,5,2,1,6,1,3,10,1,4,1,5,6
0,64,1,50,1,3,3,3,1,1,1,1,2,1,6,3,3,10,1,2,1,5,6
0,55,1,32,2,4,3,3,1,1,1,5,2,1,6,3,3,10,1,4,5,5,6
0,62,1,54,1,2,3,8,1,1,5,5,2,1,2,1,2,10,1,4,1,5,6
0,65,1,90,1,2,3,5,1,1,5,5,2,1,2,1,3,10,1,4,1,5,6
0,45,1,72,2,3,8,14,5,1,5,5,2,1,2,1,3,2,2,4,5,5,6
0,51,1,40,2,3,8,12,1,1,5,5,2,1,2,1,3,10,1,4,1,5,6
0,62,1,56,2,4,3,3,5,1,5,5,2,1,6,1,3,10,1,4,1,5,6
1,57,1,65,1,2,8,8,5,1,5,5,2,1,8,7,3,2,1,4,1,5,6
0,70,2,234,1,2,3,12,1,1,5,5,2,1,6,1,3,2,1,4,1,5,6
1,39,1,36,1,2,13,14,5,1,5,5,2,1,5,3,3,10,1,4,1,5,6
1,48,1,40,1,2,3,11,5,1,5,5,2,1,6,1,3,10,1,4,1,5,6
0,78,2,72,1,2,3,3,1,1,5,5,2,1,8,3,3,10,1,4,1,5,6
0,38,1,72,1,2,13,24,5,1,1,5,1,1,2,1,2,10,1,4,1,5,6
0,57,1,300,1,2,19,3,1,1,1,5,1,1,2,1,3,1,1,2,1,1,6
0,40,1,70,1,2,21,3,5,1,1,5,1,1,6,1,4,2,1,4,1,5,6
0,53,1,42,1,2,8,24,1,1,1,5,1,3,2,1,3,10,1,0,1,5,6
0,63,1,96,1,2,13,3,5,1,1,5,1,1,2,1,3,1,1,4,1,1,6
0,59,1,126,1,2,13,3,5,2,1,5,1,1,2,1,3,2,1,4,1,5,6
0,62,2,78,2,4,13,3,5,1,1,5,1,1,2,1,3,10,1,4,1,5,6
0,32,1,24,1,2,15,8,5,1,1,5,1,3,5,3,3,2,1,4,1,5,6
0,71,1,54,2,4,18,3,5,2,1,5,1,1,2,1,3,10,1,4,1,5,6
0,36,1,40,1,2,13,15,5,1,1,5,1,1,5,3,3,2,1,4,1,1,6
0,63,1,56,1,2,13,3,1,1,5,5,2,1,2,1,3,2,1,4,1,5,6
0,42,1,80,1,2,13,3,5,1,5,5,2,1,6,1,3,10,2,4,1,5,6
0,71,1,58,1,2,3,3,5,1,5,5,2,1,6,1,3,2,1,4,1,5,6
0,55,1,60,2,4,3,3,5,1,5,5,2,1,2,1,3,10,1,4,1,5,6
0,47,1,56,1,2,13,3,5,1,5,5,2,1,6,3,3,10,1,4,1,5,6
0,60,1,28,2,4,3,24,5,1,5,5,2,1,6,3,3,10,1,4,5,5,6
0,38,1,42,1,2,3,3,5,1,5,5,2,1,6,3,3,10,2,4,1,5,6
0,70,1,54,1,2,3,3,5,1,5,5,2,1,6,1,3,1,2,4,1,5,6
0,28,1,42,1,2,8,3,5,1,5,5,2,1,6,1,3,10,1,4,1,5,6
0,43,1,75,1,2,13,3,5,1,5,5,2,1,2,1,3,10,1,4,1,5,6
0,62,1,99,1,2,3,3,1,1,5,5,2,1,2,1,3,10,1,4,1,5,6
0,70,1,63,1,2,8,3,1,1,5,1,2,1,6,3,3,10,2,4,1,5,6
0,91,1,42,1,4,3,3,1,1,5,1,2,1,6,3,3,10,1,4,5,5,6
0,34,1,56,1,2,13,3,5,1,5,1,2,1,6,1,3,10,1,4,1,5,6
0,47,2,84,1,2,8,3,5,1,5,5,2,1,6,1,3,10,1,4,1,5,6
0,62,1,105,1,2,21,3,1,1,5,5,2,1,6,1,3,2,1,4,1,1,6
0,47,1,60,1,2,21,20,5,1,5,5,2,1,2,1,3,10,1,4,1,5,6
0,75,1,90,1,2,3,3,5,1,5,5,2,1,1,1,3,10,1,4,5,5,6
0,39,1,48,1,2,3,3,5,1,5,5,2,1,6,3,3,10,2,4,1,5,6
1,58,1,40,1,3,3,3,5,1,5,5,2,1,5,3,3,2,1,4,1,5,6
0,77,1,40,2,4,3,3,1,1,5,1,2,1,5,3,3,2,1,4,5,5,6
1,33,1,25,1,2,8,3,1,1,5,5,2,1,5,3,3,2,1,4,1,5,6
0,61,1,45,2,4,3,3,1,1,5,5,2,1,5,3,3,2,1,4,1,5,6
0,87,1,30,1,2,3,3,1,1,5,5,2,1,5,3,3,2,1,4,5,5,6
1,39,1,20,1,2,3,3,1,1,5,5,2,1,6,1,3,2,1,4,1,5,6
0,41,1,96,1,2,3,3,5,1,5,5,2,1,2,1,3,2,1,4,1,5,6
0,38,1,30,2,3,3,3,1,1,5,5,2,1,5,3,3,2,1,4,5,5,6
1,43,1,302,1,2,3,4,5,1,5,5,2,1,5,3,3,2,2,10,5,5,6
0,35,1,90,2,2,20,21,5,1,5,5,2,1,2,1,3,2,1,4,1,1,6
0,61,1,94,2,4,3,12,1,1,1,5,2,1,2,1,3,2,1,4,1,5,6
0,55,1,48,1,2,3,1,5,2,5,5,2,1,2,1,3,2,1,4,1,5,6
0,54,1,56,1,2,13,21,5,1,5,5,2,1,2,1,3,2,1,4,1,1,6
0,54,1,98,1,2,3,11,5,1,5,5,2,1,1,1,3,2,1,4,1,5,6
0,45,1,60,1,2,8,3,1,1,1,5,2,1,6,1,3,2,1,4,1,5,6
0,70,1,30,1,4,3,3,5,1,5,1,2,1,6,1,3,10,1,4,5,5,6
0,54,1,48,1,2,3,1,5,2,5,1,2,1,6,1,3,7,1,4,1,5,6
0,35,1,58,1,2,8,3,5,1,5,5,2,1,6,1,3,2,1,4,1,5,6
0,52,1,72,1,2,3,22,5,1,1,5,2,1,5,3,3,10,1,4,1,5,6
0,78,1,40,1,2,3,3,1,1,5,5,2,1,2,1,3,2,1,4,1,5,6
1,33,1,72,1,2,3,3,1,1,5,5,2,1,6,1,3,1,1,4,1,5,6
1,69,2,100,1,2,3,3,1,1,5,5,2,1,6,1,3,2,1,4,1,5,6
1,62,1,108,1,2,3,11,1,1,5,1,2,1,6,1,3,2,1,4,1,5,6
1,42,1,54,1,2,8,3,1,1,5,5,2,1,6,1,3,10,1,4,1,5,6
1,62,2,54,1,2,8,3,1,1,5,5,2,1,2,1,3,2,1,4,1,5,6
0,29,1,54,1,2,8,3,1,1,5,5,2,1,6,1,3,2,2,4,1,5,6
0,58,1,72,2,4,3,3,1,1,5,5,2,1,2,1,3,2,1,4,1,5,6
1,29,1,24,1,2,8,3,1,1,5,5,2,1,5,3,3,10,1,4,1,5,6
0,71,1,60,1,2,3,3,1,1,5,1,2,1,6,3,3,10,1,4,5,5,6
0,65,1,92,1,2,3,3,5,1,1,5,2,1,5,3,3,10,1,4,1,5,6
1,43,1,74,1,2,8,3,5,1,5,5,2,1,5,3,3,10,1,4,1,5,6
0,47,1,82,1,2,3,3,5,1,5,5,2,1,5,3,6,10,1,4,5,5,6
1,38,1,79,1,2,3,3,5,1,1,5,2,1,5,3,3,10,1,4,1,5,6
0,79,1,70,2,4,3,3,5,1,5,5,2,1,5,3,3,10,1,4,5,5,6
1,48,1,72,1,2,3,3,5,1,1,5,2,1,5,3,3,10,1,4,1,5,6
0,67,1,75,1,2,3,3,5,1,5,1,2,1,5,1,3,10,1,4,1,5,6
0,55,1,125,1,2,3,3,5,1,5,5,2,1,5,3,3,10,1,4,1,5,6
0,56,1,74,1,2,8,3,5,1,1,5,2,1,5,3,3,10,1,4,1,5,6
0,70,1,90,1,2,3,3,5,1,5,5,1,2,5,2,3,2,1,4,1,5,6
0,61,1,60,1,2,13,3,1,1,1,5,1,1,2,2,3,10,1,4,1,5,6
0,51,2,60,2,4,3,14,5,1,1,1,1,1,5,3,3,10,1,4,1,5,6
0,39,1,84,1,2,9,3,1,1,1,5,1,3,5,3,3,10,1,4,1,5,6
0,66,1,110,1,2,3,3,1,1,1,5,1,1,5,3,3,10,1,4,1,5,6
0,40,1,72,1,2,8,4,5,1,1,5,1,1,5,2,3,10,1,4,5,5,6
0,39,1,28,1,2,3,4,5,1,1,5,1,3,6,1,3,2,1,4,1,5,6
0,40,1,32,1,2,3,12,5,1,1,1,1,4,6,1,3,10,1,4,1,5,6
0,84,2,70,1,4,3,3,5,1,1,5,1,1,5,3,3,10,1,4,1,5,6
0,45,1,24,1,2,8,4,1,1,5,1,1,4,6,1,3,10,1,4,5,5,6
0,60,1,80,1,2,8,3,5,1,1,5,1,1,5,3,3,10,1,4,1,5,6
0,28,1,64,1,2,13,4,5,1,5,5,1,1,5,2,3,2,1,4,1,5,6
0,55,1,60,1,2,3,13,1,1,1,5,1,1,5,2,3,10,1,4,1,5,6
0,35,1,60,1,2,13,12,5,1,1,5,1,1,6,2,3,10,1,4,1,5,6
0,41,1,96,1,2,21,21,1,1,1,5,1,1,5,1,3,2,1,4,1,5,6
0,52,1,90,1,2,3,3,1,1,1,5,1,1,5,3,3,10,1,4,5,5,6
0,46,1,95,1,2,3,4,1,1,5,5,1,1,2,2,3,2,1,4,1,5,6
0,41,1,168,1,2,3,3,5,1,1,5,1,1,2,1,3,10,1,4,1,5,6
0,21,0,30,1,1,13,24,5,1,1,5,1,3,5,2,3,10,1,4,1,5,6
0,66,1,30,2,4,3,22,1,1,1,5,1,1,5,3,3,10,1,10,5,5,6
0,42,1,75,1,2,8,3,5,1,1,5,1,1,2,1,3,2,1,4,1,5,6
0,68,1,15,2,4,3,3,1,1,5,1,1,1,5,3,3,10,1,4,5,5,6
1,44,1,65,1,2,3,3,5,1,1,5,1,1,5,3,3,10,1,4,1,5,6
0,46,0,75,1,1,3,1,5,1,5,5,1,1,2,2,3,2,1,4,1,5,6
0,41,1,100,1,2,13,12,5,1,1,5,1,1,1,1,3,1,1,4,1,5,6
0,53,1,50,1,2,13,3,5,1,1,5,1,1,4,2,3,2,1,4,1,5,6
0,59,1,48,1,2,13,3,5,1,1,5,1,1,5,3,3,10,1,4,1,5,6
0,40,1,55,1,2,3,3,5,1,5,5,1,1,5,3,3,2,1,4,1,5,6
0,75,1,140,1,4,21,3,1,1,1,5,1,1,2,1,3,2,1,4,1,5,6
0,26,1,65,1,2,3,12,5,1,1,5,1,1,5,3,3,2,1,4,1,5,6
0,48,1,65,1,2,8,3,5,1,1,5,1,1,5,3,3,9,1,4,1,5,6
0,62,1,68,1,2,3,4,5,1,5,5,1,1,5,3,3,10,1,4,5,5,6
0,41,1,50,1,2,14,12,5,1,1,5,1,2,5,3,3,10,1,4,1,5,6
0,77,1,90,1,2,8,3,5,1,5,5,1,1,5,2,3,10,1,4,1,5,6
0,53,1,90,1,2,13,21,1,1,5,5,1,1,5,2,3,10,1,4,1,5,6
0,55,1,210,1,2,8,4,5,1,1,5,1,1,5,3,3,2,1,4,1,5,6
0,50,1,60,1,2,13,9,5,1,1,5,1,1,5,2,3,10,1,4,1,5,6
