Y,umur_krt,jumlah_art,luas_lantai,jk_krt,status_kawin_krt,pendidikan_krt,pekerjaan_krt,keluhan_kesehatan,internet_krt,usaha_mikro,bansos,wilayah,status_bangunan,jenis_lantai,jenis_dinding,jenis_atap,sumber_air,penerangan,bahan_bakar,motor,laptop,kabupaten
0,72,1,192,1,2,14,3,1,2,1,5,2,1,6,1,3,5,1,4,1,5,3
0,45,1,120,1,2,13,7,1,1,1,5,2,1,2,1,3,5,1,4,1,5,3
0,37,2,96,1,2,19,22,5,1,5,5,2,1,2,1,3,5,1,4,1,5,3
0,39,2,155,1,2,13,7,5,1,1,5,2,1,6,1,3,5,1,4,1,5,3
0,44,2,120,1,4,3,7,5,1,5,1,2,1,2,1,3,5,1,4,1,5,3
0,57,1,96,1,2,21,21,1,1,5,5,2,1,2,1,3,5,1,4,1,5,3
0,25,1,60,1,2,8,13,5,1,5,5,2,3,5,3,3,2,1,4,5,5,3
0,41,0,96,2,1,21,21,1,1,5,5,2,1,5,3,3,3,1,4,5,5,3
0,53,1,48,1,2,3,7,5,1,5,5,2,1,6,3,3,3,1,4,1,5,3
0,56,1,84,1,2,3,3,5,1,5,1,2,1,5,3,2,6,1,4,5,5,3
0,26,1,70,1,2,8,24,5,1,1,5,2,1,5,3,3,3,1,4,1,5,3
0,42,1,78,1,2,8,1,1,1,5,1,2,1,6,1,2,6,1,4,1,5,3
0,56,2,84,1,2,21,21,5,1,5,5,2,1,2,1,3,5,1,4,1,5,3
0,50,1,50,1,2,8,7,1,1,5,5,2,1,6,1,3,3,1,4,1,5,3
0,45,1,80,1,2,15,21,5,1,5,5,2,1,6,1,3,3,1,4,1,5,3
0,47,1,54,2,2,9,1,1,1,5,1,2,1,2,1,3,2,1,4,1,5,3
1,53,1,80,1,2,8,11,5,1,1,5,2,3,6,1,3,4,1,7,1,5,3
1,29,1,120,1,2,13,7,5,1,5,1,2,1,2,1,1,5,1,4,1,1,3
1,52,1,72,1,2,3,11,5,1,1,5,2,1,6,3,3,5,1,4,1,5,3
1,60,1,72,1,2,3,1,1,1,1,1,2,1,6,1,3,5,1,4,1,5,3
1,50,1,108,1,2,3,7,5,1,1,1,2,1,2,1,3,5,1,4,1,1,3
0,60,1,72,1,2,13,3,5,1,1,1,2,1,6,1,3,5,1,4,1,5,3
0,60,2,108,1,2,3,3,1,1,1,1,2,1,2,1,3,4,1,4,1,1,3
0,29,1,54,1,2,8,3,5,1,1,5,2,1,6,1,3,5,1,4,1,5,3
1,62,2,108,1,2,3,3,1,1,1,5,2,1,2,1,3,5,1,4,1,1,3
0,46,1,72,1,2,13,3,5,1,1,5,2,1,6,3,3,5,1,4,5,5,3
0,55,1,60,1,2,3,3,5,1,5,5,2,1,2,1,3,5,1,4,1,1,3
0,45,1,81,1,2,14,3,5,1,5,5,2,1,1,1,3,5,1,4,1,5,3
0,32,1,60,1,2,13,7,5,1,5,5,2,3,2,1,3,5,1,4,1,5,3
0,72,1,46,2,4,3,3,1,1,5,1,2,1,5,3,3,5,2,4,5,5,3
0,64,2,76,1,2,8,7,5,1,5,1,2,1,2,1,3,5,1,4,1,5,3
0,36,1,24,1,2,3,3,5,1,5,1,2,1,6,1,3,5,1,4,1,5,3
0,36,1,24,1,2,14,3,5,1,5,5,2,1,6,1,3,5,1,4,1,5,3
0,52,1,80,1,2,13,18,5,1,5,5,2,1,1,1,3,5,1,4,1,5,3
0,40,2,60,1,2,3,3,5,1,5,5,2,1,6,1,3,5,1,4,1,5,3
0,43,1,40,1,2,13,3,5,1,5,5,2,1,2,1,3,5,1,4,1,5,3
0,44,1,80,1,2,3,3,5,1,5,5,2,1,1,1,3,5,1,4,1,5,3
0,39,1,112,1,2,11,7,5,1,5,5,2,1,1,1,3,5,1,4,1,5,3
0,37,1,42,1,2,13,18,5,1,5,5,2,1,2,1,3,5,1,4,1,5,3
0,53,2,108,1,2,8,7,5,2,5,5,2,1,2,1,3,5,1,4,1,5,3
0,51,1,120,1,2,8,3,5,2,5,5,2,1,2,1,2,5,1,2,1,5,3
0,33,1,48,1,2,8,7,5,1,5,1,2,3,6,1,3,5,2,4,1,5,3
0,35,1,24,2,3,8,3,1,1,5,1,2,1,6,1,3,5,1,4,1,5,3
1,51,1,30,1,2,3,7,5,1,5,5,2,1,6,3,2,5,1,4,5,5,3
0,66,1,60,1,2,3,7,1,1,5,5,2,1,2,1,3,5,1,4,1,5,3
0,35,1,46,1,2,13,11,5,2,5,1,2,1,6,1,3,5,1,4,1,5,3
0,67,1,98,1,2,3,3,1,1,5,5,2,1,2,1,2,5,1,4,1,5,3
0,68,1,72,1,4,3,3,5,1,5,5,2,1,6,1,2,5,1,4,5,5,3
0,33,1,120,1,2,3,5,5,1,5,1,2,1,2,1,2,5,1,4,1,5,3
0,40,1,72,1,2,3,3,5,1,5,5,2,1,6,3,3,5,2,4,1,5,3
0,46,1,96,1,2,8,3,5,1,5,5,2,1,6,1,2,6,1,4,1,5,3
0,67,1,48,1,2,8,3,1,1,5,1,2,1,6,1,2,5,1,4,5,5,3
0,73,1,96,1,2,3,3,5,1,5,5,2,1,6,1,2,5,1,4,1,5,3
0,69,1,64,1,4,8,3,5,1,5,5,2,1,6,3,2,5,1,4,1,5,3
0,35,1,72,1,2,3,3,5,1,5,5,2,1,6,3,3,5,2,4,1,5,3
0,39,1,104,1,2,8,3,5,1,5,5,2,1,2,1,2,5,1,4,1,5,3
1,39,1,80,1,2,8,3,5,2,5,5,2,1,2,1,2,5,1,4,1,5,3
0,43,1,56,1,2,3,12,1,2,5,5,2,1,6,3,2,5,1,4,1,5,3
0,62,1,56,1,2,13,3,5,3,5,5,2,1,2,1,2,5,1,4,1,1,3
1,42,1,120,1,2,13,3,5,1,5,5,2,1,2,1,3,5,1,4,1,5,3
0,68,1,72,1,2,3,3,5,1,5,1,2,1,6,1,2,5,1,4,1,5,3
0,40,1,80,1,2,21,20,5,1,1,5,2,1,2,1,3,5,1,4,1,1,3
0,42,1,56,1,2,3,8,5,1,1,1,2,1,5,3,3,5,1,4,1,5,3
0,42,1,56,1,2,3,3,5,1,5,5,2,1,2,1,2,5,1,4,1,5,3
0,44,0,48,1,1,3,3,5,3,5,5,2,1,6,3,2,6,1,4,1,5,3
0,50,1,42,1,2,3,3,5,3,5,1,2,1,8,3,2,5,1,4,1,5,3
1,32,1,108,1,2,8,11,5,1,5,5,2,1,6,1,2,5,1,4,1,5,3
1,59,1,54,1,2,3,3,5,1,5,5,2,1,6,1,3,5,1,4,1,5,3
1,63,1,42,1,2,3,3,5,1,5,1,2,1,6,3,3,5,1,4,5,5,3
0,51,1,54,1,2,8,3,5,1,5,5,2,1,6,3,3,5,1,4,1,5,3
0,67,1,54,1,4,3,3,5,1,5,5,2,1,6,1,2,5,1,4,1,5,3
1,53,1,54,1,2,3,3,1,1,5,5,2,1,6,3,2,5,1,4,1,5,3
0,49,1,84,1,2,13,3,5,1,5,5,2,1,2,1,3,5,1,4,1,1,3
0,68,1,72,2,4,3,3,1,1,5,5,2,1,2,1,3,7,2,10,5,5,3
1,52,1,63,1,2,3,3,5,1,5,5,2,1,6,1,3,5,1,4,1,5,3
1,64,1,63,1,2,3,3,1,1,5,5,2,1,2,1,3,5,1,4,1,5,3
0,34,1,120,1,2,21,22,5,1,5,5,1,1,6,1,3,5,1,4,1,1,3
1,38,1,90,1,2,13,21,5,1,5,5,1,1,2,1,3,4,1,4,1,1,3
0,37,1,108,1,2,13,3,5,1,5,5,1,1,6,1,3,5,1,4,1,5,3
0,45,1,126,1,2,21,3,5,1,5,5,1,1,1,1,1,5,1,3,1,1,3
0,43,1,135,2,3,8,12,5,1,5,5,1,1,6,1,3,5,1,4,1,5,3
1,61,1,150,1,2,3,12,1,1,1,5,1,1,2,1,3,5,1,4,1,5,3
1,41,1,98,1,2,13,13,5,1,5,5,1,1,2,1,1,5,1,4,1,5,3
0,67,1,210,1,2,19,1,5,2,5,5,1,1,2,1,3,5,1,4,1,1,3
0,49,1,88,1,2,8,14,5,1,1,5,1,1,2,1,3,3,1,4,1,5,3
0,56,1,63,1,2,13,1,1,1,5,5,1,1,6,1,3,6,1,4,1,5,3
1,29,1,40,1,2,8,3,5,1,5,5,2,1,6,1,3,5,1,4,1,5,3
1,53,1,72,1,2,8,12,1,1,1,5,2,1,2,1,3,5,1,4,1,5,3
0,35,1,108,1,2,3,3,1,1,1,1,2,1,6,1,3,5,1,4,1,5,3
1,41,1,54,1,2,8,13,1,1,5,5,2,1,5,1,3,6,1,4,1,5,3
0,39,1,54,1,2,21,3,1,1,5,5,2,1,5,1,3,5,1,4,1,5,3
0,54,1,54,1,2,4,13,1,1,5,1,2,1,2,1,3,6,1,1,1,5,3
0,38,1,59,1,2,8,3,5,1,5,5,2,3,6,1,3,5,1,4,1,5,3
1,43,1,98,1,2,3,3,1,1,5,1,2,1,6,1,3,6,1,4,1,1,3
1,62,1,45,1,4,3,3,5,1,5,5,2,1,6,1,3,5,1,4,1,5,3
0,46,1,77,1,2,8,13,1,1,5,1,2,1,6,1,3,4,1,4,1,5,3
0,58,1,150,1,2,14,12,1,1,5,5,2,1,2,1,3,5,1,4,1,1,3
1,43,1,108,1,2,3,2,1,1,5,5,2,1,6,1,2,5,1,4,1,1,3
1,33,1,54,1,2,3,3,5,1,5,5,2,3,6,1,3,5,1,4,1,5,3
0,65,1,100,1,2,3,11,5,1,5,1,2,1,6,1,3,5,1,4,1,1,3
0,54,1,120,1,2,8,12,5,1,1,5,2,1,2,1,3,5,1,4,1,1,3
0,54,1,35,1,2,3,12,1,1,5,5,2,1,6,1,3,4,1,4,5,5,3
1,47,1,84,1,2,21,12,1,1,5,5,2,1,2,1,3,5,1,4,1,1,3
1,60,1,60,1,2,3,11,1,1,5,5,2,1,6,1,3,5,1,4,1,5,3
1,67,1,60,1,4,3,3,1,1,5,5,2,1,5,3,3,6,1,4,1,5,3
1,48,1,96,1,2,3,3,5,1,5,5,2,1,2,1,3,5,1,4,1,5,3
0,37,1,48,1,2,13,3,1,1,5,5,2,1,6,1,1,5,1,4,5,5,3
0,37,1,105,1,2,8,13,5,1,5,5,2,1,2,1,3,5,1,4,1,5,3
0,48,1,135,2,4,3,3,5,1,5,1,2,1,2,1,3,5,1,4,5,5,3
0,55,1,84,1,2,8,3,5,1,5,5,2,1,2,1,1,5,1,4,1,5,3
0,54,1,150,1,2,8,11,5,1,5,1,2,1,6,1,3,5,1,4,5,5,3
0,56,1,84,1,2,8,20,5,1,5,5,2,1,2,1,3,5,1,4,1,5,3
1,43,1,96,1,2,3,13,5,1,5,5,2,1,2,1,3,5,1,4,1,5,3
0,47,1,120,1,2,8,8,5,1,1,5,2,1,2,1,3,5,1,3,1,5,3
0,41,1,98,1,2,3,8,5,1,5,5,2,1,6,2,3,4,1,4,1,5,3
1,81,1,72,1,2,3,24,1,1,5,5,2,1,2,1,2,5,1,4,1,5,3
1,40,1,120,1,2,14,3,5,1,5,5,2,1,2,1,3,3,1,4,1,5,3
0,27,1,58,1,2,15,3,1,1,5,1,2,1,5,3,3,4,1,4,1,5,3
0,51,1,120,1,2,8,13,5,1,5,5,2,1,2,1,2,4,1,4,1,5,3
0,42,1,120,2,3,3,12,5,1,1,1,2,1,6,1,2,5,1,4,1,5,3
0,46,1,84,1,2,3,11,1,1,5,5,2,1,2,1,2,5,1,4,1,5,3
0,68,1,70,1,2,3,3,1,1,5,5,2,1,6,1,2,5,1,4,1,5,3
0,50,1,120,1,2,13,12,1,1,5,5,2,1,2,1,3,3,1,3,1,1,3
0,36,1,70,1,2,8,12,1,1,5,1,2,1,2,1,2,4,1,4,1,5,3
1,37,1,24,1,3,3,1,5,1,5,5,2,2,6,1,3,3,1,4,1,5,3
0,46,1,63,1,2,8,7,5,1,5,5,1,1,6,3,2,2,1,4,1,5,3
1,46,1,84,1,2,3,7,1,1,5,5,1,1,6,1,2,6,1,4,1,5,3
0,41,1,84,1,2,8,6,1,1,5,5,1,1,2,1,2,6,1,4,5,1,3
0,23,2,63,1,2,3,3,5,1,5,5,1,3,2,1,2,6,1,4,1,5,3
0,45,1,63,1,2,13,3,5,1,5,5,1,1,2,1,2,5,1,4,1,5,3
0,37,1,192,1,2,8,8,5,1,5,5,1,1,1,1,3,5,1,4,1,5,3
1,39,1,84,1,2,8,3,5,1,5,5,1,1,2,1,3,5,1,4,1,5,3
0,52,1,84,1,2,3,3,1,1,5,5,1,1,2,1,3,5,1,4,1,5,3
1,68,1,40,1,2,4,3,1,1,5,1,1,1,6,3,3,5,1,4,1,5,3
0,30,1,28,1,2,15,11,5,1,5,5,1,3,6,3,3,2,2,4,1,5,3
1,23,1,64,1,1,8,11,5,1,5,5,2,1,6,3,2,4,1,4,1,5,3
0,47,1,70,1,2,15,3,5,1,5,5,2,1,6,3,2,6,1,4,1,5,3
0,51,1,130,1,2,19,3,5,1,1,5,2,1,2,2,2,5,1,4,1,1,3
1,46,1,40,1,2,13,6,5,1,5,1,2,1,6,3,2,4,1,10,1,5,3
0,39,1,120,1,2,8,3,5,1,5,5,2,1,2,1,3,4,1,4,1,5,3
0,67,1,88,1,2,8,3,5,1,5,5,2,1,2,1,3,4,1,4,1,5,3
0,68,1,30,1,4,8,2,1,1,5,5,2,1,6,3,3,6,2,10,1,5,3
0,61,1,108,1,2,13,3,5,1,5,5,2,1,2,1,3,5,1,4,1,5,3
0,67,1,70,1,2,3,3,5,1,5,5,2,1,2,1,2,4,1,10,1,5,3
1,35,1,42,1,2,13,3,5,1,5,1,2,1,6,3,3,6,1,4,1,5,3
0,44,2,63,1,4,3,7,5,1,5,1,2,1,6,3,2,2,1,4,1,5,3
0,46,1,55,1,2,8,11,5,1,5,5,2,1,6,3,2,6,1,4,1,5,3
0,54,2,100,1,2,13,13,5,1,5,1,2,1,2,1,3,4,1,4,1,5,3
0,46,1,59,1,1,3,3,5,1,5,1,2,1,8,3,3,6,1,10,1,5,3
0,58,1,108,1,2,4,8,5,1,5,5,2,1,2,1,2,4,1,4,1,5,3
0,43,2,90,1,2,8,12,5,1,5,1,2,1,6,3,2,6,1,4,1,5,3
1,37,1,60,1,2,8,11,5,1,5,1,2,1,6,1,2,5,2,4,1,5,3
0,67,1,84,1,2,3,3,1,1,5,5,2,1,6,1,2,5,1,4,5,5,3
0,32,1,84,1,2,13,3,5,1,5,5,2,1,6,1,2,6,1,4,1,5,3
0,34,1,56,1,1,8,11,5,1,5,5,2,1,6,3,2,2,1,4,1,5,3
0,62,1,135,1,2,3,11,5,1,5,1,1,1,2,1,3,5,1,4,5,5,3
0,33,1,120,1,2,15,12,5,1,5,5,1,1,6,1,3,4,1,4,1,5,3
1,53,1,105,1,2,8,2,1,1,5,5,1,1,2,1,2,6,1,4,1,5,3
1,32,1,120,1,2,8,3,5,1,5,5,1,1,6,3,2,5,1,4,1,5,3
0,50,1,60,1,2,13,13,5,1,5,5,1,1,2,1,2,6,1,4,1,5,3
0,62,1,126,1,2,21,16,1,1,5,5,1,1,2,1,2,5,1,4,1,1,3
1,36,1,84,1,2,13,11,5,1,5,5,1,1,6,1,2,5,1,4,1,5,3
0,62,1,100,1,2,3,3,5,1,5,5,1,1,6,1,3,5,1,4,1,5,3
0,53,1,70,1,2,13,3,1,1,5,5,1,1,6,1,3,5,1,4,1,5,3
0,68,1,120,1,2,3,3,1,1,5,5,1,1,6,1,2,5,1,4,1,5,3
0,38,2,20,1,4,3,3,1,1,5,1,2,1,6,3,2,6,2,4,5,5,3
0,40,1,70,1,2,8,11,5,1,5,1,2,1,2,1,3,5,1,4,1,5,3
0,65,1,36,2,4,3,3,1,1,5,5,2,1,2,1,3,5,1,4,5,5,3
0,59,1,49,1,2,3,3,1,1,5,5,2,1,5,3,3,5,1,4,1,5,3
0,49,1,144,1,2,13,3,5,1,5,5,2,1,1,1,1,5,1,4,1,1,3
0,42,1,60,1,2,3,3,1,1,5,1,2,1,5,3,2,5,1,10,1,5,3
0,44,1,120,1,2,13,12,5,1,5,5,2,1,1,1,3,5,1,4,1,5,3
0,53,1,45,1,2,3,12,5,1,5,5,2,1,5,1,3,5,1,4,1,5,3
0,53,1,30,1,2,13,3,1,1,5,5,2,1,6,1,3,4,2,4,1,5,3
0,70,1,30,1,4,3,3,5,1,5,5,2,1,5,3,2,6,2,4,5,5,3
0,43,1,108,1,2,3,6,1,2,5,5,2,3,2,1,3,6,1,4,1,5,3
0,51,1,45,1,2,8,3,5,1,5,5,2,1,2,1,2,4,1,4,1,5,3
0,52,1,40,1,3,3,3,5,1,5,5,2,1,6,3,2,4,1,4,1,5,3
1,43,1,108,1,2,13,3,5,2,5,5,2,1,2,1,2,4,1,4,1,5,3
0,43,1,150,1,2,20,3,5,1,5,5,2,1,2,1,2,4,1,3,1,1,3
0,51,1,72,1,2,8,12,5,1,5,5,2,1,2,1,1,4,1,4,1,5,3
0,67,1,84,2,4,8,3,1,1,5,5,2,1,1,1,2,4,1,4,1,5,3
0,45,1,84,1,2,20,3,1,1,5,5,2,1,6,1,3,4,1,4,1,1,3
0,66,1,144,1,2,8,2,5,1,5,5,2,1,2,1,2,4,1,3,1,5,3
0,69,1,60,1,2,3,1,1,2,5,5,2,1,6,1,3,4,1,4,1,1,3
0,47,1,80,1,2,3,7,5,1,1,5,2,1,6,1,3,8,1,4,1,5,3
1,51,1,51,1,2,8,3,5,1,5,5,2,1,6,1,3,6,1,10,1,5,3
0,49,2,48,1,2,13,7,5,1,5,5,2,1,6,3,2,6,1,4,1,5,3
1,39,1,50,1,1,3,7,5,1,5,1,2,1,6,1,3,5,1,4,1,5,3
0,55,1,65,1,2,3,7,1,1,5,1,2,1,6,1,2,6,1,4,1,5,3
1,56,1,81,1,2,3,11,5,1,5,1,2,1,6,1,3,6,1,4,1,5,3
1,39,1,50,1,2,8,7,1,1,5,5,2,3,5,3,2,6,1,4,1,5,3
0,75,1,60,1,2,3,3,1,1,5,5,2,1,6,3,2,4,1,4,5,5,3
1,33,1,108,1,2,13,3,5,1,1,5,2,1,2,1,3,6,1,4,1,5,3
0,28,1,45,1,1,15,3,5,1,5,1,2,1,6,3,2,6,2,4,1,5,3
0,38,1,48,1,2,3,24,5,1,5,5,1,1,2,1,3,6,1,4,1,5,3
0,63,1,42,1,2,8,3,5,1,5,1,1,1,6,1,3,5,1,4,1,5,3
0,46,1,56,1,2,13,3,5,1,5,1,1,1,2,1,3,5,1,4,1,5,3
0,47,1,60,1,2,3,12,5,1,5,1,1,1,6,1,3,5,1,4,1,5,3
0,50,1,63,1,2,3,24,5,1,5,5,1,1,6,1,3,5,1,4,1,5,3
0,61,1,40,2,4,3,3,1,1,5,1,1,1,6,1,3,6,1,4,5,5,3
0,56,2,56,2,4,3,1,5,1,5,1,1,1,6,1,3,5,1,4,1,5,3
0,59,1,49,2,4,3,3,5,1,5,5,1,1,6,1,3,5,1,4,5,5,3
0,64,1,70,2,4,3,3,5,1,5,5,1,1,2,1,3,5,1,4,5,5,3
0,68,1,42,2,4,3,3,1,1,5,5,1,1,6,1,3,5,1,4,5,5,3
0,72,1,72,1,2,3,3,5,1,5,5,2,1,2,1,3,4,1,4,1,5,3
0,40,1,108,1,2,13,3,5,1,5,5,2,1,2,1,3,4,1,4,1,5,3
1,54,1,36,1,2,3,24,5,1,5,5,2,1,6,1,3,4,1,4,1,5,3
1,48,1,84,1,2,13,13,5,1,5,5,2,1,2,1,3,4,1,4,1,5,3
1,36,1,133,1,2,21,20,5,1,5,5,2,1,2,1,2,2,1,3,1,5,3
0,56,1,70,1,2,13,14,5,1,1,5,2,1,6,1,3,4,1,4,1,5,3
0,61,1,96,2,4,3,3,5,1,5,5,2,1,6,1,3,4,1,4,1,5,3
1,27,1,72,1,2,8,13,5,1,5,5,2,1,6,1,3,4,1,4,1,5,3
1,41,1,66,1,2,3,3,5,1,5,5,2,1,6,1,3,5,1,4,1,5,3
1,52,1,48,1,2,13,3,5,1,5,5,2,1,6,1,3,4,1,4,1,5,3
0,51,1,172,1,2,14,12,5,1,1,5,1,1,1,1,3,5,1,5,1,1,3
1,45,1,156,1,2,21,20,5,1,5,5,1,1,1,1,3,2,1,5,1,1,3
0,69,2,136,2,4,3,3,5,1,5,5,1,1,1,1,3,5,1,5,1,1,3
0,47,1,72,1,2,13,12,5,1,1,1,1,1,6,1,3,5,1,5,1,5,3
0,60,1,120,1,2,3,11,5,2,5,5,1,1,2,1,3,6,1,5,1,1,3
1,38,1,69,1,2,13,24,5,1,1,5,1,1,6,3,3,2,1,4,1,5,3
0,41,1,125,2,3,21,12,5,1,1,5,1,1,2,1,3,4,1,5,1,1,3
1,41,1,72,1,2,13,24,5,1,5,5,1,1,6,1,3,2,1,5,1,5,3
0,62,2,96,2,4,8,3,5,1,1,5,1,1,2,1,1,2,1,5,1,1,3
0,70,1,72,2,4,3,3,5,3,5,5,1,1,6,1,3,6,1,5,5,5,3
1,29,1,120,1,2,13,4,5,3,5,1,1,1,2,1,3,2,1,4,1,5,3
1,39,1,56,1,2,8,11,5,1,1,5,1,1,2,1,3,3,1,5,1,1,3
0,38,1,68,1,2,21,20,5,1,5,5,1,1,2,1,3,2,1,4,1,1,3
0,54,1,180,1,2,21,9,5,1,5,5,1,1,1,1,3,2,1,5,1,5,3
0,42,1,56,1,2,13,20,5,1,1,5,1,1,2,1,3,3,1,5,1,5,3
1,41,1,180,1,2,13,6,5,1,5,5,1,1,1,1,3,2,1,5,1,5,3
0,37,1,68,2,4,13,14,5,1,5,5,1,1,2,1,3,3,1,4,1,5,3
0,34,1,36,1,2,13,13,5,1,5,5,1,1,2,1,3,2,1,5,1,5,3
1,34,1,120,1,2,13,13,5,1,5,5,1,1,2,1,3,2,1,4,1,5,3
1,40,1,120,1,2,13,7,1,1,5,1,1,1,2,1,3,3,1,4,1,5,3
0,61,1,120,1,2,13,12,5,1,5,5,2,1,2,1,3,5,1,4,1,5,3
0,55,1,102,1,2,21,21,5,1,5,5,2,1,2,1,3,5,1,4,1,5,3
0,47,1,90,1,2,9,3,5,1,5,5,2,1,6,5,3,6,1,4,1,5,3
1,36,1,120,1,2,14,20,5,1,5,5,2,1,2,1,3,5,1,4,1,1,3
0,63,2,100,1,2,3,3,1,1,5,1,2,1,2,1,2,5,1,4,1,5,3
0,53,1,24,1,2,3,5,1,1,5,5,2,3,5,3,3,6,2,10,1,5,3
0,46,1,112,1,2,13,3,5,1,5,5,2,1,2,1,3,2,1,4,1,1,3
1,41,1,80,1,2,3,12,5,1,5,5,2,1,6,1,3,5,1,10,1,5,3
0,39,1,96,1,2,21,21,1,1,5,5,2,1,6,1,3,2,1,4,1,5,3
0,59,1,48,1,2,13,21,5,1,5,5,2,1,6,1,3,5,1,4,1,5,3
0,60,1,72,1,2,13,24,1,1,5,5,2,1,6,1,3,3,2,4,1,5,3
0,56,1,84,1,4,3,3,5,1,5,5,2,1,5,3,3,3,1,4,5,5,3
0,44,1,128,1,2,15,3,1,1,5,5,2,1,2,1,3,3,1,4,1,5,3
0,67,1,120,2,4,3,24,1,1,5,5,2,1,2,1,3,3,1,4,1,5,3
0,28,2,105,1,2,21,21,5,1,5,5,2,1,6,1,2,3,1,4,1,1,3
0,45,1,91,1,2,8,6,5,1,5,1,2,1,6,1,3,3,1,4,1,5,3
1,53,2,112,1,2,3,3,1,1,5,1,2,1,2,1,3,3,2,4,1,5,3
0,49,1,72,1,2,3,3,5,1,5,1,2,1,6,1,2,7,1,4,5,5,3
1,27,2,72,1,2,8,3,1,1,5,1,2,1,5,3,2,3,2,4,1,5,3
0,69,1,144,2,4,3,3,1,1,5,5,2,1,6,3,3,3,2,4,5,5,3
0,31,1,96,1,2,23,20,1,1,5,5,1,1,1,1,4,5,1,5,1,1,3
0,43,1,98,1,2,13,13,1,1,5,5,1,1,6,1,3,5,1,5,1,5,3
0,40,1,120,1,2,8,3,1,1,5,5,1,1,6,1,3,5,1,5,1,5,3
1,33,1,64,1,2,13,3,1,1,5,5,1,1,2,1,4,5,1,4,1,5,3
0,54,1,72,1,2,8,1,5,1,5,5,1,1,2,1,4,5,1,4,1,5,3
0,35,1,120,1,2,13,11,1,1,5,5,1,1,6,1,4,5,1,5,1,5,3
0,33,1,140,1,2,21,20,5,1,5,5,1,1,1,1,4,5,1,4,1,1,3
0,60,1,150,1,2,18,3,1,1,5,5,1,1,2,1,4,5,1,5,1,5,3
1,38,1,220,1,2,13,20,1,1,5,5,1,1,1,1,4,5,1,5,1,5,3
0,29,1,120,1,2,13,20,5,1,5,5,1,1,2,1,4,5,1,4,1,1,3
1,53,1,72,1,2,8,7,1,1,5,5,2,1,2,1,3,5,1,5,1,1,3
0,54,1,72,1,2,13,3,1,1,5,1,2,1,6,1,3,5,1,5,1,5,3
0,48,1,84,2,4,13,14,5,1,5,5,2,1,6,1,2,5,1,5,1,5,3
0,54,1,72,1,2,8,11,5,1,5,5,2,1,2,1,2,5,1,5,1,5,3
0,32,1,98,1,2,13,13,1,1,5,1,2,3,2,1,3,5,1,5,1,5,3
0,49,1,72,1,2,3,3,1,1,1,1,2,1,2,1,3,5,1,5,1,5,3
0,49,2,84,2,3,8,24,1,1,1,5,2,1,6,1,2,5,1,5,1,5,3
1,35,1,36,1,2,21,3,5,1,1,5,2,2,5,3,3,5,1,4,1,5,3
0,46,1,64,1,2,8,13,5,1,5,1,2,1,6,1,3,5,1,5,1,5,3
0,49,1,84,1,2,13,24,1,1,1,5,2,1,2,1,1,5,1,5,1,5,3
0,48,1,184,1,2,21,21,5,1,5,5,2,1,2,1,3,2,1,4,1,5,3
1,57,1,54,2,4,3,12,5,1,5,5,2,1,2,1,2,6,1,4,1,5,3
0,43,2,54,2,3,8,12,1,1,5,5,2,1,2,1,2,6,1,4,1,5,3
1,55,1,68,1,2,8,3,5,1,5,5,2,1,2,1,3,6,1,4,1,5,3
1,57,1,68,1,2,13,11,1,1,5,5,2,3,6,1,3,8,1,4,1,5,3
0,57,1,120,1,2,13,3,1,1,5,5,2,1,2,1,2,6,1,4,1,1,3
0,46,1,56,2,3,13,14,5,1,5,5,2,1,2,1,3,6,1,4,1,5,3
1,45,1,54,1,2,3,13,5,1,5,5,2,1,6,1,3,6,1,4,1,5,3
1,44,1,56,1,2,8,8,5,1,5,5,2,1,6,1,3,6,1,4,1,5,3
1,35,1,68,1,2,8,7,5,1,5,5,2,1,2,1,3,6,1,4,1,5,3
0,56,1,56,2,4,3,24,1,1,5,1,2,1,6,1,3,5,1,4,1,5,3
1,51,2,117,1,2,9,3,5,1,5,5,2,1,4,1,3,5,1,4,1,5,3
1,47,1,128,1,2,3,7,5,1,5,1,2,1,4,1,3,5,1,4,1,5,3
1,61,1,144,1,2,3,3,5,1,5,5,2,1,4,1,3,5,1,4,1,5,3
1,29,1,80,1,2,8,3,5,1,5,5,2,1,6,1,3,5,1,4,1,5,3
1,53,1,200,1,2,3,24,5,1,5,5,2,1,2,1,3,5,1,4,1,5,3
0,51,1,90,2,4,3,3,5,1,5,5,2,1,6,1,3,5,1,4,1,5,3
0,55,1,126,2,3,3,3,5,1,5,5,2,1,4,1,3,5,1,4,1,5,3
1,40,1,108,1,2,8,12,5,1,5,5,2,1,4,1,3,5,1,4,5,5,3
1,37,1,128,1,2,13,7,5,1,5,5,2,1,2,1,3,5,1,4,1,5,3
0,57,1,98,1,2,3,3,5,1,1,5,2,1,2,1,3,4,1,4,1,5,3
0,42,1,70,1,4,3,13,1,1,5,5,2,1,6,1,3,4,1,4,1,5,3
0,60,2,120,1,2,3,3,5,1,5,5,2,1,6,1,3,4,1,4,1,5,3
1,39,1,98,1,2,13,3,5,1,5,5,2,1,2,1,3,4,1,4,1,5,3
0,63,2,84,1,2,3,3,1,1,5,5,2,1,2,1,3,4,1,4,1,5,3
1,48,1,78,1,2,3,11,5,1,5,5,2,1,6,1,3,4,1,4,1,5,3
