"URUT","PSU","SSU","STRATA","WI1","WI2","R101","R102","R105","NUINFORT","R1701","R1702","R1703","R1704","R1705","R1706","R1707","R1708","NUINFORT1","R1801","R1802","R1803","R1804","R1805","R1806A","R1806B","R1807","R1808","R1809A","R1809B","R1809C","R1809D","R1809E","R1810A","R1810B","R1810C","R1811A","R1811B","R1812","R1813A","R1813B","R1813C","R1813D","R1813E","R1814A","R1814B","R1814C","R1815A","R1815B","R1815C","R1816","R1816B1","R1816B2","R1816B3","R1817","R1901A","R1901B","R1901C","R1901D","R1901E","R1901F","R1901G","R1901H","R1901I","R1901J","R1901K","R2001A","R2001B","R2001C","R2001D","R2001E","R2001F","R2001G","R2001H","R2001I","R2001J","R2001K","R2001L","R2001M","R2002_A","R2002_B","R2002_C","R2002_D","R2101A","R2101B","R2101C","R2201A2","R2201A3","R2201B2","R2201B3","R2201C2","R2201C3","R2201D2","R2201D3","R2201E2","R2201E3","R2201F2","R2201F3","R2202","R2203","R2204A","R2204B","R2204C_A","R2204C_B","R2204C_C","R2204C_D","R2204C_E","R2204C_F","R2204C_G","R2204LAIN","R2205A","R2207","R2208A2","R2208B2","R2208BI2","R2208C2","R2208D2","R2208E2_A","R2208E2_B","R2208E2_C","R2208E2_D","R2208E2_E","R2208E2_F","R2208E2_G","R2208E2LAI","R2208A3","R2208B3","R2208BI3","R2208C3","R2208D3","R2208E3_A","R2208E3_B","R2208E3_C","R2208E3_D","R2208E3_E","R2208E3_F","R2208E3_G","R2208E3LAI","R2208A4","R2208B4","R2208BI4","R2208C4","R2208D4","R2208E4_A","R2208E4_B","R2208E4_C","R2208E4_D","R2208E4_E","R2208E4_F","R2208E4_G","R2208E4LAI","R2208A5","R2208B5","R2208BI5","R2208C5","R2208D5","R2208E5_A","R2208E5_B","R2208E5_C","R2208E5_D","R2208E5_E","R2208E5_F","R2208E5_G","R2208E5LAI","R2209A","R2209B","R2209C","R2209D","R2210AA","R2210B1","R2210B2","R2210B3","R2210B4","R2210B5","R2211A","R2211A1","R2211A2","R2211A3","R2211A4","R2211A5","R2211B","R2211B1","R301","R302","R303","R304","R305","FWT"
130408,14594,145002,15072,13087,130408,15,7,2,2,5,5,5,5,5,5,5,5,2,1,1,1,105,5,3,0,3,5,1,4,3,0,0,10,0,0,1,0,5,5,5,5,5,5,6,0,2,1,1,1,1,3,0,0,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,1,"A",NA,NA,NA,1,1,0,5,0,5,0,5,0,5,0,5,0,5,0,1,1,1,4,"A","B",NA,NA,"E",NA,NA,NA,5,1,1,1,200000,1,4,"A","B",NA,NA,NA,NA,NA,NA,1,1,200000,1,4,"A","B",NA,NA,NA,NA,NA,NA,1,1,200000,1,4,"A","B",NA,NA,NA,NA,NA,NA,1,1,200000,1,4,"A","B",NA,NA,NA,NA,NA,NA,1,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,5,0,4,0,4,3,1,42.4911639685895
134278,14964,149242,15071,13457,134278,15,7,1,2,5,5,5,5,5,5,5,5,2,3,3,0,100,5,3,0,3,5,1,1,1,98,7,2,0,0,2,10,5,5,5,5,5,5,4,0,2,1,1,1,1,1,0,0,4,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,1,5,5,5,5,5,NA,NA,NA,NA,1,2,0,5,0,5,0,5,0,5,0,5,0,5,0,1,1,1,4,"A",NA,NA,NA,NA,NA,NA,NA,5,1,1,1,200000,1,4,"A",NA,NA,NA,NA,NA,NA,NA,1,1,200000,1,4,"A",NA,NA,NA,NA,NA,NA,NA,1,1,200000,1,4,"A",NA,NA,NA,NA,NA,NA,NA,1,1,200000,1,4,"A",NA,NA,NA,NA,NA,NA,NA,5,5,1,5,5,5,5,5,5,5,5,0,0,0,0,0,5,0,5,0,5,5,1,164.441810497635
129614,14500,144114,15072,12993,129614,15,7,2,2,5,5,5,5,5,5,5,5,2,1,1,1,50,5,4,2,1,2,1,1,1,98,8,2,0,0,2,5,5,5,5,5,5,5,3,1,0,1,1,1,1,3,0,0,4,5,1,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,1,5,5,5,5,1,"A",NA,NA,NA,1,1,0,5,0,5,0,5,0,5,0,5,0,5,0,1,1,1,4,"A",NA,NA,NA,"E",NA,NA,NA,5,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,5,0,4,0,4,3,1,158.929291660389
155828,17141,172969,15082,15633,155828,15,8,2,2,5,5,5,5,5,5,5,5,2,1,1,2,105,5,3,0,1,6,1,1,4,0,0,5,0,2,1,0,5,5,5,5,5,5,5,0,2,1,1,1,1,3,0,0,4,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,1,5,5,5,5,1,"A",NA,NA,NA,1,1,0,5,0,5,0,5,0,5,0,5,0,5,0,5,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,1,5,5,5,5,5,5,0,0,0,0,0,5,0,4,0,4,3,1,162.662474408363
156323,17183,173506,15082,15675,156323,15,8,2,2,5,5,5,5,5,5,5,5,2,1,1,1,70,1,3,0,1,2,1,1,1,6,7,4,0,2,1,0,5,5,5,5,5,5,4,0,2,1,1,1,1,3,0,0,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,1,"A",NA,NA,NA,1,1,0,5,0,5,0,5,0,5,0,5,0,5,0,5,1,5,0,NA,NA,NA,NA,NA,NA,NA,NA,5,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,5,0,3,0,3,2,1,60.8727169248994
114890,13025,127915,15062,11519,114890,15,6,2,1,5,5,5,5,5,5,5,5,1,1,1,1,158,1,3,0,3,5,1,1,1,98,7,2,0,0,1,0,5,5,5,5,5,5,4,0,2,1,1,1,1,1,0,0,4,1,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,1,1,5,1,5,1,1,"A",NA,NA,NA,1,1,0,5,0,5,0,5,0,5,0,5,0,5,0,5,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,5,0,2,0,2,2,1,42.1926466533331
180411,19670,200081,15711,18099,180411,15,71,1,2,5,5,5,5,5,5,5,5,2,1,2,0,30,5,3,0,1,2,1,1,1,98,8,2,0,0,2,2,5,5,5,5,5,5,5,0,1,3,0,0,1,2,0,0,4,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,1,5,5,5,1,5,NA,NA,NA,NA,1,1,0,5,0,5,0,5,0,5,0,5,0,5,0,2,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,1,5,5,5,5,5,5,0,0,0,0,0,5,0,3,0,3,2,1,102.987039277338
7856,2274,10130,15012,773,7856,15,1,2,1,5,5,5,5,5,5,5,5,1,1,3,0,112,5,2,0,1,6,2,1,3,0,0,3,1,0,1,0,1,5,5,5,5,5,3,1,0,1,1,1,1,1,0,0,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,NA,NA,NA,NA,1,1,0,5,0,5,0,5,0,5,0,5,0,5,0,1,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,1,1,1,200000,1,4,"A",NA,"C",NA,NA,NA,NA,NA,1,1,400000,2,2,"A",NA,"C",NA,NA,NA,NA,NA,5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,5,1,5,5,5,5,5,5,5,5,0,0,0,0,0,5,0,3,0,3,3,0,249.472080328806
45609,6068,51677,15031,4565,45609,15,3,1,1,5,5,5,5,5,5,5,5,1,1,1,1,210,5,3,0,1,2,1,1,5,0,0,5,0,8,1,0,5,5,5,5,5,5,5,0,2,1,1,1,1,3,0,0,4,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,1,5,1,5,5,5,1,1,"A",NA,NA,NA,4,0,0,1,1,1,1,1,1,1,1,5,0,5,0,5,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,5,0,3,0,3,3,0,348.376449828425
177415,19355,196770,15711,17784,177415,15,71,1,2,1,1,1,1,1,1,1,1,2,1,1,4,48,1,3,0,1,2,1,1,1,6,8,2,0,0,2,10,5,5,5,5,5,5,3,1,0,1,1,1,1,3,0,0,4,5,5,5,5,5,5,1,5,5,1,5,5,1,5,5,5,5,5,5,1,5,5,5,5,NA,NA,NA,NA,1,1,0,5,0,1,1,1,1,1,1,1,1,1,1,5,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,1,5,5,5,5,5,5,0,0,0,0,0,5,0,4,0,4,4,0,522.386481089943
191440,20774,212214,15711,19203,191440,15,71,1,2,5,5,5,5,5,5,5,5,2,1,2,0,100,5,3,0,1,2,1,1,1,98,8,5,0,2,1,0,5,5,5,5,5,5,5,0,2,1,1,1,1,2,0,0,4,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,1,5,5,5,1,5,NA,NA,NA,NA,1,1,0,5,0,5,0,5,0,5,0,5,0,5,0,5,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,5,0,4,2,2,2,1,264.781644884491
88497,10377,98874,15052,8872,88497,15,5,2,2,5,5,5,5,5,5,5,5,2,1,3,0,54,1,3,0,1,6,1,1,1,98,5,5,0,1,1,0,5,5,5,5,5,5,5,0,1,1,1,1,1,3,0,0,4,5,1,5,5,5,5,5,5,5,5,5,1,1,5,5,5,1,5,1,5,5,5,1,1,"A",NA,NA,NA,1,1,0,5,0,5,0,1,2,1,2,5,0,5,0,5,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,5,0,3,0,3,3,1,129.123502966021
149221,16469,165690,15081,14961,149221,15,8,1,2,5,5,5,5,5,5,5,5,2,1,1,3,180,5,2,0,1,2,1,1,4,0,0,4,0,2,1,0,5,5,5,5,5,5,4,0,2,4,0,0,1,3,0,0,4,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,1,1,5,5,1,5,1,"A",NA,NA,NA,1,1,0,5,0,5,0,5,0,5,0,5,0,5,0,5,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,1,5,5,5,5,5,5,0,0,0,0,0,5,0,2,0,2,2,0,456.372538262765
160864,17633,178497,15092,16124,160864,15,9,2,2,5,5,5,5,5,5,5,5,2,1,1,6,135,5,3,0,3,5,1,1,3,0,0,5,0,2,1,0,5,5,5,5,5,5,5,0,2,2,1,1,1,3,0,0,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,NA,NA,NA,NA,1,1,0,5,0,5,0,5,0,5,0,5,0,5,0,5,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,5,1,5,5,5,5,5,5,5,5,0,0,0,0,0,5,0,4,0,4,3,1,79.92138745108
67893,8313,76206,15042,6809,67893,15,4,2,2,5,5,5,5,5,5,5,5,2,1,1,1,35,5,2,0,1,6,1,1,1,10,7,2,0,0,2,5,5,5,5,5,5,5,5,0,1,1,1,1,1,3,0,0,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,"A",NA,NA,NA,1,2,0,5,0,5,0,5,0,5,0,5,0,5,0,5,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,5,0,2,0,2,2,0,127.081097127656
83902,9930,93832,15052,8425,83902,15,5,2,1,5,5,5,5,5,5,5,5,1,1,1,5,36,5,3,0,3,6,1,1,1,9,7,2,0,0,2,5,5,5,5,5,5,5,5,0,2,3,0,0,1,2,0,0,4,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,1,5,5,5,5,1,"A",NA,NA,NA,2,0,4,5,0,5,0,5,0,5,0,5,0,5,0,5,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,5,0,2,1,1,1,1,85.8712543409079
205952,22231,228183,15721,20659,205952,15,72,1,2,5,5,5,5,5,5,5,5,2,1,1,1,120,5,3,0,1,6,1,1,1,10,7,2,0,0,2,7,5,5,5,5,5,5,3,1,0,1,1,1,1,2,0,0,4,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,1,5,5,5,5,1,"A",NA,NA,NA,1,1,0,5,0,5,0,5,0,5,0,5,0,5,0,5,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,5,0,5,1,4,4,1,33.5903529993627
176475,19266,195741,15711,17695,176475,15,71,1,2,5,5,5,5,5,5,5,5,2,1,1,1,250,5,2,0,1,1,1,1,1,5,7,5,0,2,1,0,5,5,5,5,5,5,5,0,2,1,1,1,1,3,0,0,3,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,5,1,1,1,5,5,1,1,1,"A",NA,NA,NA,1,1,0,5,0,5,0,5,0,5,0,5,0,5,0,5,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,1,5,5,5,5,5,5,0,0,0,0,0,5,0,4,0,4,3,1,229.832131045575
108296,12352,120648,15062,10846,108296,15,6,2,2,5,5,5,5,5,5,5,5,2,1,1,1,102,5,3,0,1,6,1,1,1,7,7,2,0,0,2,5,5,5,5,5,5,5,4,0,2,4,0,0,1,1,0,0,4,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,5,1,5,5,1,5,1,"A",NA,NA,NA,1,1,0,5,0,5,0,5,0,5,0,5,0,5,0,5,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,1,0,450000,0,0,0,5,0,6,0,6,5,1,283.761520214789
25448,4049,29497,15022,2547,25448,15,2,2,2,5,5,5,5,5,5,5,5,2,1,3,0,48,5,2,0,1,2,1,1,4,0,0,4,0,2,2,5,5,5,5,5,5,5,4,0,2,4,0,0,1,3,0,0,4,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,1,5,5,5,5,1,"A",NA,NA,NA,1,1,0,5,0,5,0,1,1,5,0,5,0,5,0,5,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,1,5,5,5,5,5,5,0,0,0,0,0,5,0,5,1,4,3,1,233.412337405545
205740,22212,227952,15721,20640,205740,15,72,1,2,1,5,1,5,5,5,5,5,2,1,1,6,56,5,1,0,1,2,1,1,3,0,0,3,2,0,1,0,1,1,5,5,5,5,3,2,0,1,1,1,2,0,0,0,4,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,1,5,NA,NA,NA,NA,1,1,0,5,0,5,0,5,0,5,0,5,0,5,0,1,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,1,5,5,5,5,5,1,0,680000,0,0,0,5,0,4,0,4,4,1,48.0720474125409
18059,3318,21377,15012,1817,18059,15,1,2,2,5,5,5,5,5,5,5,5,2,1,1,6,24,5,3,0,7,6,1,1,4,0,0,7,0,2,1,0,5,5,5,5,5,5,7,0,2,1,1,1,1,2,0,0,4,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,1,1,5,5,5,5,1,"A",NA,NA,NA,1,1,0,5,0,5,0,5,0,5,0,5,0,5,0,5,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,5,0,3,0,3,2,1,102.542748952741
9723,2481,12204,15012,980,9723,15,1,2,2,5,5,5,5,5,5,5,5,2,1,1,2,168,5,3,0,1,2,1,1,1,9,7,2,0,0,1,0,5,5,5,5,5,5,3,1,0,1,1,1,1,2,0,0,4,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,1,5,5,5,1,1,"A",NA,NA,NA,1,1,0,1,3,1,1,1,1,1,1,5,0,5,0,5,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,1,5,5,5,0,0,0,0,0,5,0,4,1,3,3,1,25.1526844157843
156410,17183,173593,15082,15675,156410,15,8,2,2,5,5,5,5,5,5,5,5,2,1,1,1,96,1,4,1,1,2,1,1,1,6,7,4,0,2,1,0,5,5,5,5,5,5,4,0,2,1,1,1,1,3,0,0,4,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,1,1,1,5,5,5,5,1,"A",NA,NA,NA,1,1,0,5,0,5,0,5,0,5,0,5,0,5,0,5,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,5,0,3,0,3,3,1,19.8493993577814
199649,21583,221232,15722,20011,199649,15,72,2,2,5,5,5,5,5,5,5,5,2,2,1,1,80,5,3,0,1,2,1,1,1,98,8,2,0,0,2,10,5,5,5,5,5,5,9,0,0,1,1,1,1,2,0,0,4,1,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,1,5,5,5,5,1,"A",NA,NA,NA,1,1,0,5,0,5,0,5,0,5,0,5,0,5,0,5,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,5,1,5,1,5,5,5,5,5,5,0,0,0,0,0,5,0,6,0,6,6,1,72.2542798137094
181442,19753,201195,15711,18182,181442,15,71,1,2,5,5,5,5,5,5,5,5,2,1,2,0,36,5,3,0,1,6,1,1,1,98,8,2,0,0,1,0,5,5,5,5,5,5,4,0,2,1,1,1,1,2,0,0,4,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,1,5,5,5,5,5,NA,NA,NA,NA,1,1,0,5,0,5,0,5,0,5,0,5,0,5,0,5,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,5,0,2,0,2,2,1,150.647601454107
8561,2364,10925,15012,863,8561,15,1,2,1,5,5,5,5,5,5,5,5,1,1,1,6,63,5,3,0,1,6,1,1,1,20,7,9,0,0,1,0,5,5,5,5,5,5,9,0,0,1,1,1,1,1,0,0,4,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,1,"A",NA,NA,NA,2,0,3,5,0,5,0,5,0,5,0,5,0,5,0,5,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,5,1,5,5,5,5,5,5,5,5,0,0,0,0,0,5,0,1,0,1,1,0,368.634684159968
129299,14481,143780,15072,12974,129299,15,7,2,2,5,5,5,5,5,5,5,5,2,1,1,1,120,1,4,2,1,2,1,1,1,98,8,3,2,0,2,5,5,5,5,5,5,5,3,2,0,1,1,1,1,3,0,0,3,5,5,5,5,5,5,5,5,5,5,5,1,1,1,5,5,1,1,1,5,5,1,1,1,"A",NA,NA,NA,1,1,0,5,0,5,0,5,0,5,0,5,0,5,0,5,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,5,0,5,0,5,5,1,109.944375654859
152163,16778,168941,15082,15270,152163,15,8,2,2,5,5,5,5,5,5,5,5,2,1,1,3,99,5,3,0,1,6,1,1,1,3,7,4,0,2,1,0,5,5,5,5,5,5,4,0,2,2,1,1,1,3,0,0,10,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,1,5,5,5,5,1,"A",NA,NA,NA,1,1,0,5,0,5,0,5,0,5,0,5,0,5,0,5,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,1,5,5,5,5,5,5,0,0,0,0,0,5,0,4,1,3,3,1,74.1872782671173
